model,C,gamma,class_weight,validation_accuracy,validation_weighted_f1,validation_macro_f1,test_accuracy,test_weighted_f1,test_macro_f1
Class-Weighted RBF SVM,10,scale,balanced,0.8425531914893617,0.8286493289493742,0.7360842132713589,0.8516949152542372,0.838342310377273,0.7581062707778596
