,count,mean,std,min,25%,50%,75%,max,range,variance
spectral_contrast_6_std,1489.0,7.591646530758635,3.67955446958389,1.0252177454415428,4.535037943830782,7.132713689397923,9.980132536106233,19.722748739972864,18.69753099453132,13.539121094634783
tonnetz_1_mean,1489.0,-0.005727603087572987,0.03789781926609914,-0.373889984839542,-0.0196376237999908,-0.0037500853294255,0.0107430341666513,0.3084115882483693,0.6823015730879113,0.0014362447051259155
tonnetz_1_std,1489.0,0.08769487737121125,0.05811665113103891,0.023026487561645,0.0506936674578011,0.0665730705577095,0.0992890723126122,0.3800574894109589,0.3570310018493139,0.0033775451386868862
tonnetz_2_mean,1489.0,0.009978616404721993,0.03641158210106182,-0.3007881643218033,-0.0047607562016032,0.010473321574199,0.025984653358613,0.3423589284905645,0.6431470928123677,0.0013258033111023658
tonnetz_2_std,1489.0,0.09107976938237092,0.05358183330461463,0.0227680245880181,0.0562465708505285,0.073841507789915,0.107149468303729,0.3924394513607485,0.3696714267727304,0.0028710128602835094
tonnetz_3_mean,1489.0,-0.015010347951996569,0.050552045701456993,-0.292568652985164,-0.0438360404093857,-0.0173853194130411,0.0082902509630431,0.4462492803028622,0.7388179332880263,0.0025555093246021968
tonnetz_3_std,1489.0,0.12043223344835137,0.06542272616042656,0.0299601578026624,0.0777687164820452,0.1019417079076546,0.1400010058799802,0.4703109025882909,0.44035074478562847,0.004280133098262162
tonnetz_4_mean,1489.0,0.013207598641564365,0.05406308808814235,-0.4012661382205977,-0.0112088262620903,0.0165140457222204,0.0410176391624619,0.3458310381337334,0.747097176354331,0.002922817493626239
tonnetz_4_std,1489.0,0.11751142134016036,0.06742928917492033,0.0226781240412623,0.0766228439654426,0.0975334295561543,0.1363244570836894,0.4910600079813542,0.4683818839400919,0.004546709038635029
tonnetz_5_mean,1489.0,0.006209868840746697,0.019477157567030612,-0.1430484314180756,-0.0028795876192984,0.007058651509013,0.0164421856134936,0.1428855602324874,0.285933991650563,0.00037935966689093783
tonnetz_5_std,1489.0,0.046394322983800015,0.025235426703591704,0.0117691812246258,0.0308516955705318,0.0391838752285648,0.0523144891418369,0.2033766873513164,0.19160750612669059,0.0006368267609123492
tonnetz_6_mean,1489.0,0.004985368113365845,0.01897834072968463,-0.1218485238483701,-0.0041338278882441,0.0056791812017937,0.01575133340509,0.1491772439723812,0.2710257678207513,0.00036017741685200646
tonnetz_6_std,1489.0,0.046374350797524284,0.02464659057155694,0.0140636634954219,0.0311490742859589,0.0391522448594681,0.0528138114703149,0.2011611228240796,0.1870974593286577,0.0006074544268019594
